Sentence,Label
"The top number called the numerator, shows how many parts you have.",Finding a third
It represents the whole and is 1 in this example.,Finding a third
The bottom number is called the denominator.,Finding a third
It shows how many equal parts the whole has been divided into.,Finding a third
In a third this number is 3.,Finding a third
"A third, or \( \frac{1}{3} \), means '1 part of something that has been divided into three equal parts'.If you add three thirds together you get a whole:\( \frac{1}{3} \) + \( \frac{1}{3} \) + \( \frac{1}{3} \) = 1 What is a third of 36?Working out a third of a whole is the same as dividing by 3.",Finding a third
Your three times table knowledge can come in handy:36 ÷ 3 = 12A third of 36 is 12.,Finding a third
What is a third of 66?You could also use Base 10 to help you.,Finding a third
Here is 66 in Base 10: You can see that there are 6 tens and 6 ones.,Finding a third
"You can divide this into three groups, with 2 tens and 2 ones in each group: A third of 66 is 22.",Finding a third
A fraction tells you how many parts of a whole you have.,Recognise and find a half
"Fractions are shown by having one number on top of another, for example: There are two parts to a fraction:The number on top, called the numerator, shows how many parts you have (1 in this example).The number on the bottom, called the denominator, shows how many parts something has been divided equally into (2 in this example).",Recognise and find a half
"A half, or \( \frac{1}{2} \), means '1 part of something that has been divided into 2 equal parts'.",Recognise and find a half
If you add two halves together you get one whole.\( \frac{1}{2} \) + \( \frac{1}{2} = 1\) Listen to this fun song to learn more about halves.,Recognise and find a half
"When finding half of an amount, it is the same as dividing by 2.Instead of drawing an array for larger numbers, which would take a very long time, use your 2 times-table instead.",Recognise and find a half
"Example 1What is half of 22How many 2s are in 22?22 ÷ 2 = 11 What is half of 44?It could take you a while to count up in twos until you reached 44, but you can still easily divide using Base 10 sticks.Here is 44 in base 10: Now share the 44 into 2 equal groups: Half of 44 is 22.",Recognise and find a half
What is half of 62?You can use Base 10 to help you again.,Recognise and find a half
Now share the sticks and cubes into two equal groups: Half of 64 is 32.,Recognise and find a half
How can we make a fraction that is equivalent to ½?,Equivalent fractions
Fractions have a numerator and a denominator.,Equivalent fractions
In the fraction ½ the denominator tells us that the whole is split into 2 equal parts.,Equivalent fractions
"If you look on a fraction wall, you can see that 1/2 is the same as 2/4 and the same as 3/6.",Equivalent fractions
You can check if fractions are equivalent by using multiplication.,Equivalent fractions
Look at the following calculations and see if you can spot a pattern.,Equivalent fractions
"To find the equivalent fraction, we multiply the numerator and denominator by the same number and the new fraction will be equivalent to the first fraction.",Equivalent fractions
You can also use division to find equivalent fractions.,Equivalent fractions
What about this fraction?,Equivalent fractions
Can you work it out?,Equivalent fractions
"We have divided the denominator 10 by 2, to get 5, so we also need to divide the numerator 6 by 2, to get 3.",Equivalent fractions
Each time we multiply or divide the denominator and the numerator by the same number to work out the equivalent fraction.,Equivalent fractions
We can check this on a numberline.,Equivalent fractions
Here you can see that 2/10 equals 1/5 or 1/5 equals 2/10.,Equivalent fractions
In this quiz you will look at the numerator and denominator to find equivalent fractions.,Equivalent fractions
Think carefully about whether you are using multiplication or division!,Equivalent fractions
Comparing fractions is important because it shows you how much of the whole is being represented within each fraction.,Comparing fractions
Imagine you were sharing a cake.,Comparing fractions
You wouldn’t want someone to get a much bigger piece than you!,Comparing fractions
"When cutting cakes, you visually compare fractions to make sure everyone gets an equal slice.",Comparing fractions
The two types of fractions we are going to look at comparing are unit fractions and fractions with the same denominator.,Comparing fractions
A unit fraction is a fraction where the numerator is 1 (the denominator can be any other whole number).,Comparing fractions
"For example \( \frac{1}{4}\): Since the numerator (top number) never changes with a unit fraction, you have to look at the denominator (bottom number) to compare two fractions.The bigger the denominator, the smaller the fraction!",Comparing fractions
"This is because if the denominator is higher, the whole has been split up into more parts.",Comparing fractions
"Which is bigger,\( \frac{1}{6}\) or \( \frac{1}{3}\)?",Comparing fractions
Since both fractions are unit fractions you have to look at the denominator to decide which fraction is bigger.,Comparing fractions
You can also use bar models to help you compare.,Comparing fractions
"You can see that \( \frac{1}{3}\) is the bigger fraction because it has been split up into fewer parts.If we used the greater than and less than signs, we would write: \( \frac{1}{3} > \frac{1}{6}\) It is easy to compare fractions with the same denominator.",Comparing fractions
You only have to focus on the numerator.,Comparing fractions
The fraction is larger if the numerator is a bigger number.,Comparing fractions
That’s because you are talking about more parts of the whole.,Comparing fractions
Luke and Khadija cut a pizza into 6 slices.,Comparing fractions
Luke ate \( \frac{2}{6}\) of the pizza and Khadija ate \( \frac{3}{6}\).,Comparing fractions
Who ate more pizza?The two fractions you need to look at are \( \frac{3}{6}\) and \( \frac{2}{6}\).,Comparing fractions
"Which has the bigger numerator?The larger the numerator, the larger the fraction.It can also help to draw each fraction to understand which one is larger.",Comparing fractions
"You can see that \( \frac{3}{6}\) is larger than \( \frac{2}{6}\), so Khadija ate more pizza!Using the greater than and less than signs, you would write it as:\( \frac{3}{6} > \frac{2}{6} \) Finally, watch this clip from the Super Movers - Live Lesson all about working out which fractions are bigger and smaller.",Comparing fractions
Why not play along at home?,Comparing fractions
A fraction tells you how many parts of a whole there are.,Finding a fraction of an amount
"When you find a fraction of an amount, you are working out how much that 'part' is worth within the whole.You can see fractions of amounts all around you:Shops have sales that say, “¹/₂ price!” or “¹/₃ free!”You might use fractions when baking, for example, “add half a teaspoon of salt” or “use a ¹/₄ of a kilogram of flour”.",Finding a fraction of an amount
Using images to help break up the fraction can be a helpful and visual way of finding a fraction of an amount.For example:What is \( \frac{5}{6} \) of 30?Step 1: Look at the denominator to see how many groups you need to separate 30 into equally.,Finding a fraction of an amount
"The denominator is 6, so you need to split 60 into 6 groups.Step 2: Now separate 30 into six groups.",Finding a fraction of an amount
You can represent 30 by using circles.,Finding a fraction of an amount
Step 3: Look at the numerator.,Finding a fraction of an amount
This tells you how many groups to look at in total (5).,Finding a fraction of an amount
Step 4: There are 25 counters in 5 groups.,Finding a fraction of an amount
"⁵/₆ of 30 is 25 Another way to quickly work out the fraction of an amount is to remember this trick:""Divide by the bottom and times by the top.",Finding a fraction of an amount
"""This means that you divide the amount by the denominator and then multiply that by the numerator to get the answer.For example:What is \( \frac{5}{12} \) of 96?Step 1: Divide by the bottom... 96 ÷ 12 = 8Step 2: ...and times by the top.",Finding a fraction of an amount
8 x 5 = 40Therefore:\( \frac{5}{12} \) of 96 is 40 Watch the video below to see another method that you can use to find a fraction of an amount.,Finding a fraction of an amount
By drawing out the fraction you can see what ¹/₆ looks like before you do the calculation.,Finding a fraction of an amount
Try one of the methods above to work out the following question.,Finding a fraction of an amount
"Out of 45 children, ‎¹/₃‎ have school dinners, while ⅔ bring a packed lunch.",Finding a fraction of an amount
How many children have school dinners?,Finding a fraction of an amount
Problem solving is a fantastic way to put your knowledge into practise.Word problems can sometimes seem scary and more like a comprehension question in English.,Problem solving with fractions
"However, once you have your detective hat on, you’ll have cracked the answer in no time.",Problem solving with fractions
Every detective has to carry their equipment in their RUCSAC.RUCSAC is an acronym that helps us to remember the order to tackle word problems:READ the question carefully.,Problem solving with fractions
UNDERLINE and UNDERSTAND key words.,Problem solving with fractions
CHOOSE the correct operation (+ - x ÷) and method.,Problem solving with fractions
SOLVE the problem!,Problem solving with fractions
ANSWER the question.,Problem solving with fractions
CHECK your working out.,Problem solving with fractions
Let’s use RUCSAC to solve a fraction word problem.,Problem solving with fractions
Antonia and Julius baked a cake.,Problem solving with fractions
Antonia ate ⁴/₈ of it and Julius ate ³/₈.,Problem solving with fractions
How much cake did they eat altogether?READ Have you read the question carefully?UNDERLINE and UNDERSTAND Underline or highlight the important information.,Problem solving with fractions
Do you know what the problem is asking?Antonia and Julius baked a cake.,Problem solving with fractions
Antonia ate ⁴/₈ of it and Julius ate ³/₈.,Problem solving with fractions
How much cake did they eat altogether?CHOOSE The word “altogether” tells us that we need to add the fractions.SOLVE ⁴/₈ + ³/₈ = ⁷/₈ANSWER You've worked out how much cake was eaten altogether so you have answered the question.CHECK Make sure you have added the fractions correctly.,Problem solving with fractions
⁴/₈ + ³/₈ = ⁷/₈ It can also really help to represent the problem using models or diagrams.,Problem solving with fractions
Let’s take a look at the question above again.,Problem solving with fractions
You can draw each of the cakes and then shade each part to help you work out the answer.,Problem solving with fractions
This makes it really easy to see what proportion of the cake Antonia and Julius both ate.,Problem solving with fractions
There's often more than one way to solve a problem and you might find some ways more efficient than others.,Problem solving with fractions
Bar models can also be a really helpful way for you to visualise a problem.,Problem solving with fractions
Let's take a look at another question.,Problem solving with fractions
Jack and Sam started with the same amount of pocket money.,Problem solving with fractions
Jack spent 3/4 of his money.,Problem solving with fractions
Sam spent 2/3 of his money.,Problem solving with fractions
Who had the most money left?,Problem solving with fractions
"We can model this problem using two equal bars, one beneath the other.",Problem solving with fractions
"If you then shade the fractions spent by each person, you can easily compare them.",Problem solving with fractions
Can you see how this shows that Sam has the most money left?Jack has spent more money.,Problem solving with fractions
3/4 is more than 2/3.,Problem solving with fractions
Fraction problems Have a go at answering these problems.,Problem solving with fractions
Use RUCSAC to help you.,Problem solving with fractions
Let's look at how to represent fractions that are greater than 1.,Fractions greater than 1
An improper fraction is where the numerator (the top number) is greater than or equal to the denominator (the bottom number).Improper fractions that are greater than 1 can be represented using bar models and part-whole models and can be converted to whole numbers and fractions.,Fractions greater than 1
Here is a bar model split into three parts.,Fractions greater than 1
Each part = one third or \(\frac{1}{3}\).How many thirds make 1 whole?,Fractions greater than 1
Three thirds make one whole.,Fractions greater than 1
\(\frac{3}{3}\)= 1 whole.,Fractions greater than 1
We can use a part-whole model to help us convert an improper fraction into a mixed number.What is \( \frac{8}{3}\) as a mixed number?In this diagram \( \frac{8}{3}\) has been partitioned into \(\frac{6}{3}\) and \( \frac{2}{3}\).The first part is\( \frac{6}{3}\) which is the equivalent of 2 wholes and the second part is the fraction which represents\( \frac{2}{3}\).\( \frac{8}{3}\) = 2 wholes and two thirds which can also be written as 2\( \frac{2}{3}\).,Fractions greater than 1
Put your skills to the test and see if you can match the fractions with the diagrams in this quiz.,Fractions greater than 1
Activity 2Now try your hand at some trickier fractions questions!,Fractions greater than 1
In this clip Snoot and Fin show you what fractions are using their tasty pizza!,Introduction to fractions
"Now, let's get moving!",Introduction to fractions
"To find out more about fractions, watch this Supermovers film with 'The Denigineers' Joe Tracini!",Introduction to fractions
A fraction tells you how many parts of a whole you have.,Introduction to fractions
"Let's take a look at some different fractions.When you divide something into two equal parts, each part is called a half.When you divide a whole object into four equal parts, each part is called a quarter.",Introduction to fractions
"Fractions are shown by having one number on top of another, for example: You would pronounce this fraction as either 'one quarter' or 'one over four' or 'one out of four.",Introduction to fractions
'The top number is called a numerator.,Introduction to fractions
This shows how many parts you have (1 in this example).The bottom number is called a denominator.,Introduction to fractions
This shows you how many parts the whole object has been divided into (4 in this example).,Introduction to fractions
Fractions are really important and we use them lots in daily life.,Introduction to fractions
"We use them when telling the time to know when it is 'quarter past', 'half past' and 'quarter to' the hour.",Introduction to fractions
"We use them when we’re baking, for example 'use half a kilogram of flour'.",Introduction to fractions
"We even see fractions in shops when there are sales, for example 'Half price cakes!'.",Introduction to fractions
Think about a pizza that has been cut into 6 equal pieces.,Introduction to fractions
"The denominator (bottom number) would represent the whole of the pizza, so the number would be 6.",Introduction to fractions
The numerator would then represent the amount of slices that you are talking about.,Introduction to fractions
"So if you had eaten 2 slices of pizza, you would say that you’ve eaten ²⁄₆ of the pizza.",Introduction to fractions
"To work out what fraction of the pizza is left, you simply count the remaining slices.",Introduction to fractions
"So if 2 out of 6 slices have been eaten, there are 4 slices left.",Introduction to fractions
"You can write this as 4⁄₆ Now, look at this rectangle that has been divided equally into 10 pieces.",Introduction to fractions
"If you count how many red squares there are, you can find the fraction of red squares.",Introduction to fractions
So 4 squares out of 10 are red.,Introduction to fractions
The fraction is ⁴⁄₁₀What fraction of squares aren’t red?,Introduction to fractions
Count how many there are.,Introduction to fractions
"6 squares are not red, so therefore that is ⁶⁄₁₀ of the squares.Instead of counting the squares, you could use your subtraction knowledge to work it out.",Introduction to fractions
"If there are 10 squares in total and 4 are red, there must be 6 squares that aren’t.",Introduction to fractions
10 - 4 = 6.,Introduction to fractions
So as a fraction that is ⁶⁄₁₀ Can you remember how to label the fraction?,Introduction to fractions
Can you place the correct number of sea lions on the land and in the water to show that ⅗ of them are in the water?,Introduction to fractions
Have a go at this quiz to test your knowledge of fractions!,Introduction to fractions
"To multiply fractions, you need to multiply the numerators together and multiply the denominators together.",How to multiply fractions
"A unit fraction is any fraction where the numerator is 1, eg ¼.",What are unit and mixed fractions?
"A non-unit fraction is a fraction where the numerator is not 1, eg ⅘.",What are unit and mixed fractions?
"Mixed fractions are a mix of whole numbers and a fraction together, eg 1 ¼.",What are unit and mixed fractions?
"You can simplify a fraction if the numerator (top number) and denominator (bottom number) can both be divided by the same number.Six twelfths can be simplified to one half, or 1 over 2 because both numbers are divisible by 6.6 goes into 6 once and 6 goes into 12 twice.",How to simplify fractions
Ever heard that football is a game of two halves?,Maths of the Day: Football Fractions
"Fractions are used all the time in football, so it's useful to know what they mean.",Maths of the Day: Football Fractions
"If you want to test your knowledge of fractions, Gary Lineker from ‘Match of the Day’ and Ben Shires from CBBC ‘Kickabout’ are here to help.Make sure you have a pen/pencil and paper ready to answer the questions in the video, and see if you can answer within 30 seconds.",Maths of the Day: Football Fractions
You'll need a pen/pencil and paper or a whiteboard at the ready before watching this video.,Maths of the Day: Football Fractions
"The sign % stands for 'per cent' which means 'out of 100'.40% means 40 out of 10011% means 11 out of 100To change a percentage to a decimal, divide by 100.",What is a percentage?
"Change 48% to a decimal: 48 ÷ 100 = 0.48To change a decimal to a percentage, multiply by 100.",What is a percentage?
Change 0.67 to a percentage: 0.67 x 100 = 67%,What is a percentage?
First watch this video from KS2 Maths to find out a bit about percentages.,Convert fractions into percentages
Did you know?All fractions can be converted to percentages and vice versa!,Convert fractions into percentages
Per cent means out of a hundred.,Convert fractions into percentages
"When we talk about percentages, we are referring to a fraction that is over one hundred.",Convert fractions into percentages
"Instead of writing it as a fraction, we use the per cent symbol (%).59% = ⁵⁹⁄₁₀₀ Let's take a look at two methods to convert fractions into percentages.",Convert fractions into percentages
"Since not all fractions have a denominator of 100, you have to convert the fraction into one that does.",Convert fractions into percentages
What is ²³⁄₂₅ as a percentage?Step 1: Convert ²³⁄₂₅ into an equivalent fraction with a denominator of 100.,Convert fractions into percentages
"Remember, multiply the numerator and the denominator by the same number.Step 2: Now that you have the equivalent fraction of ⁹²⁄₁₀₀, you take the numerator and add the per cent sign!⁹²⁄₁₀₀ = 92% What is ⅖ as a percentage?Step 1: Convert ⅖ into an equivalent fraction with a denominator of 100.Step 2: Place the numerator 40 next to the per cent symbol.⁴⁰⁄₁₀₀ = 40% What if you can’t convert the fraction into an equivalent with a denominator of 100?",Convert fractions into percentages
Not all numbers go into 100 after all.,Convert fractions into percentages
"Sometimes, you have to convert the fraction into a decimal first before finding the percentage.",Convert fractions into percentages
What is ³⁄₈ as a percentage?Step 1: Did you know that the fraction line also means divide?,Convert fractions into percentages
"So ³⁄₈ can also be written as 3 ÷ 8.So 3 ÷ 8 = 0.375 Top tip: You can always use the bus stop method to help you with division.Step 2: Now that the fraction is a decimal, you multiply it by 100.0.375 x 100 = 37.5Step 3: Add the per cent sign next to 37.5.So ³⁄₈ = 37.5 % What is ⁴⁄₆ as a percentage?Step 1: Divide the numerator by the denominator.So 4 ÷ 6 = 0.67 (rounded to two decimal places)Step 2: Multiply by 100.0.67 x 100 = 67Step 3: Add the per cent symbol.",Convert fractions into percentages
"So ⁴⁄₆ = 67 % Now watch this video from BBC Teach which explains how to convert from a fraction to a percentage, and from a decimal to a percentage.",Convert fractions into percentages
Converting quizPlay this quiz and see how much you have learned about converting fractions and percentages.,Convert fractions into percentages
Can you get them all right?,Convert fractions into percentages
Turning fractions into percentagesUse the methods we've learned in this lesson to turn these fractions into percentages.,Convert fractions into percentages
Finding percentagesHave a go at answering these questions about finding percentages.,Convert fractions into percentages
"To work out the percentage of something, it helps to find out what one percent is first.",How to calculate percentage
Watch the video to learn more about calculating percentages.,How to calculate percentage
"Watch this video from Maths and Numeracy which shows how Snoot, Fin and Plimble compare fractions, decimals and percentages when fuelling their saucer.","Comparing fractions, decimals and percentages"
"Fractions, decimals and percentages all have equivalents of each other, so it is quite easy to compare and order them!All you need to do is convert them into the same form.","Comparing fractions, decimals and percentages"
"Often, it is easiest to convert them into percentages, because then it is really obvious which is the biggest or smallest.","Comparing fractions, decimals and percentages"
"Watch the video from BBC Teach to quickly revise how to convert between fractions, decimals and percentages.","Comparing fractions, decimals and percentages"
Per cent means out of 100.,"Comparing fractions, decimals and percentages"
"Since not all fractions have a denominator of 100, you have to convert the fraction into one that does.","Comparing fractions, decimals and percentages"
Then the numerator is the percentage amount.,"Comparing fractions, decimals and percentages"
For example:What is ¹²⁄₂₅ as a percentage?,"Comparing fractions, decimals and percentages"
If you multiply both the numerator and denominator by 4 you find the equivalent fraction with a denominator of 100.,"Comparing fractions, decimals and percentages"
You can see that ¹²⁄₂₅ written as a percentage is 48%.,"Comparing fractions, decimals and percentages"
"Another method you could use to convert a fraction to a percentage, is to divide the numerator by the denominator and multiply the answer by 100.For example:What is ¹⁄₈ as a percentage?First divide the numerator by the denominator...1 ÷ 8 = 0.125then multiply the answer by 100.0.125 x 100 = 12.5%Therefore, you can see that ¹⁄₈ written as a percentage is 12.5% It can be quite straightforward to convert a decimal to a percentage.","Comparing fractions, decimals and percentages"
You can simply multiply the decimal by 100 to turn it into a percentage.For example:What is 0.67 as a percentage?0.67 x 100 = 67Therefore0.67 = 67% Now here's a few for you to try.Can you convert and order these into ascending order?,"Comparing fractions, decimals and percentages"
Now try these ones.,"Comparing fractions, decimals and percentages"
Can you convert and order these into descending order?,"Comparing fractions, decimals and percentages"
"Order and compare fractions, decimals and percentagesUse what you have learned to place these amounts in order from lowest to highest.","Comparing fractions, decimals and percentages"
"Ordering fractions, decimals and percentagesDo you feel confident converting and ordering fractions, percentages and decimals now?","Comparing fractions, decimals and percentages"
Play this quiz to put what you have learned to the test.,"Comparing fractions, decimals and percentages"
"Footballers, fans and commentators use percentages all the time in football.",Maths of the Day: Pitch Percentages
Brush up on your own percentages skills with this short video presented by Gary Lineker from ‘Match of the Day’ and Ben Shires from CBBC ‘Kickabout’.Make sure you have a pen/pencil and paper ready so you can calculate the answers - you have 30 seconds to answer each question.,Maths of the Day: Pitch Percentages
A ratio shows how much of one thing there is compared to another.,What is a ratio?
"Ratios are usually written in the form a:b.If you are making orange squash and you mix one part orange to four parts water, then the ratio of orange to water will be 1:4 (1 to 4).The order in which a ratio is stated is important.",What is a ratio?
Changing the order of the numbers in a ratio changes the proportions.,What is a ratio?
The ratio of red to blue dinosaurs is 12:18.This ratio can be simplified.,What is a ratio?
"Both 12 and 18 can be divided by 2.12 ÷ 2 = 618 ÷ 2 = 9So a simpler way to write 12:18 is 6:9.The ratio can be simpler again, if we divide by 3.6 ÷ 3 = 29 ÷ 3 = 3So an even simpler way to write 12:18 is 2:3.",What is a ratio?
"You can represent proportion using ratios, percentages and fractions.",How to convert ratios into fractions and percentages
Here's a reminder of what each means:RatiosA ratio shows how much of one thing there is compared to another.,How to convert ratios into fractions and percentages
Ratios are usually written in the form a:b.PercentagePercent means 'per 100' and it's shown using the symbol %.FractionsA fraction is a part of a whole.,How to convert ratios into fractions and percentages
There are two numbers to every fraction: the top number of the fraction is called the numerator.,How to convert ratios into fractions and percentages
The bottom number is called the denominator.,How to convert ratios into fractions and percentages
Football coaches and commentators use all sorts of maths to calculate how well their team is performing - including ratios.,Maths of the Day: Roaring Ratios
Find out how much you know about ratios in this short video presented by Gary Lineker from ‘Match of the Day’ and Ben Shires from CBBC ‘Kickabout’.You'll need a pen/pencil and some paper to note down your answers - there's a 30 second timer so you'll need to stay on your toes!,Maths of the Day: Roaring Ratios
"Miles, feet and inches are old units of length.",What are imperial measurements?
These are known as imperial units of length but are not now commonly used in maths.There are 12 inches in a foot.An inch is roughly equal to 2.5 centimetres.A foot is roughly equal to 30 centimetres.A mile is roughly equal to 1.5 kilometres.,What are imperial measurements?
"Converting measures can be very handy.If a recipe asked you to add 0.2 kg of butter, but your scales only measured in grams, you would have to quickly convert the measure in your head to weigh the correct amount.",Converting metric units
This video gives brief introduction to understanding metric measurement.,Converting metric units
'Kilo' comes from the Ancient Greek word for 'thousand' (chilioi).,Converting metric units
So kilometre actually means 'thousand metres' and kilograms means 'thousand grams'.1 km = 1000 m1 kg = 1000 g What would 0.4 kg be in grams?,Converting metric units
Method 1 This bar model shows how 1 kg can be split into tenths.,Converting metric units
Each tenth is worth 100 g.0.4 is the same as four tenths (\( \frac{4}{10}\)).,Converting metric units
"By looking at the bar model, four lots of 100 g is 400 g.0.4 kg = 400 g Method 2Another way you could work out the answer is by multiplying by 1000 to convert 0.4 kg into grams.0.4 kg x 1000 = 400 g What is 2500 m in kilometres?",Converting metric units
"Method 1 The bar model shows that each kilometre is made up of two 500 metres.There are five lots of 500 m in 2500 m, which is the same as \( 2 \frac{1}{2}\) km or 2.5 km.2500 m = 2.5 km Method 2You could use your knowledge of kilo meaning '1000' to divide 2500 m by 1000 to turn it into kilometres.2500 m ÷ 1000 = 2.5 km In Maths, 'milli' means 'one thousandth'.So 'millimetres' means 'one thousandth of a metre' and 'millilitre' means 'one thousandth of a litre.",Converting metric units
1000 mm = 1 m1000 ml = 1 l What is 4000 mm in metres?Method 1 The bar model shows that each metre is the same as 1000 mm.So 4000 mm is the same as 4 metres.,Converting metric units
Method 2:You could divide 4000 mm by 1000 to find the conversion to metres.4000 mm ÷ 1000 = 4 m What is \( \frac{8}{10}\) of a metre?Method 1 This bar model shows how 1 m can be split into tenths.,Converting metric units
Each tenth is worth 100 mm.\( \frac{8}{10}\) is the same as 800 mm.,Converting metric units
Method 2You could use your knowledge of finding fractions to find the answer - divide by the bottom and times by the top.Use the conversion 1 m = 1000 mm1000 mm ÷ 10 = 100 mm100 mm x 8 = 800 mm Can you complete this metric measurements quiz?,Converting metric units
Try your hand at this quiz on converting metric measurements.,Converting metric units
"The metric system is used to measure the length, weight or volume of an object.",What are metric measurements?
"Length is measured in millimetres (mm), centimetres (cm), metres (m) or kilometres (km).1 cm = 10 mm1 m = 100 cm1 km = 1000 m1 cm is about the width of a staple1 m is about the width of a single bed Weight is measured in grams (g) and kilograms (kg).",What are metric measurements?
Volume is measured in millilitres (ml) and litres (l).1 kg = 1000 g1 l = 1000 ml1 kg is the weight of seven apples1 l is the volume of a carton of orange juice,What are metric measurements?
"The metric system is used to measure the length, weight or volume of an object.",What are metric measurements?
"Length is measured in millimetres (mm), centimetres (cm), metres (m) or kilometres (km).1 cm = 10 mm1 m = 100 cm1 km = 1000 m1 cm is about the width of a staple1 m is about the width of a single bed Weight is measured in grams (g) and kilograms (kg).",What are metric measurements?
Volume is measured in millilitres (ml) and litres (l).1 kg = 1000 g1 l = 1000 ml1 kg is the weight of seven apples1 l is the volume of a carton of orange juice,What are metric measurements?
The mass of an object tells you how heavy something is.,Comparing mass
"You use grams (g) and kilograms (kg) to measure mass.Grams are used when you weigh a lighter item, like an apple or banana.Kilograms are used when measuring the mass of a heavier object, like a box of toys or yourself.1000 g = 1 kg You can use the greater than (>) , equal to (=) or less than (<) signs to help you compare the mass of two objects.Don’t forget, the tip of the arrow always points to the smaller number.",Comparing mass
Look carefully at the measurements shown on the scales.,Comparing mass
"The mass of the doughnuts is 500 g, while the fruit weighs 5 kg.",Comparing mass
"But are the doughnuts or pineapples heavier?Since both foods are being weighed in different units, it would make sense to convert them so it's easier to compare.",Comparing mass
"Let's convert them both to grams.The doughnuts are already in grams, so you only have to convert the fruit.",Comparing mass
We know there are 1000g in 1 kg.,Comparing mass
"So:5 kg = 5000 gNow you have to compare 5000 g and 500 g - which is the heavier mass?5000 g > 500 g5000 g is heavier than 500 g, so the fruit is heavier than the doughnuts.",Comparing mass
Look carefully at the measurements shown on the scales.,Comparing mass
"What do the scales say that the shoes weigh?The scale with the white shoe points to 1000 g while the black shoe weighs 1 kg.Just like the last example, it would be easier if you were comparing two measurements with the same units.Let’s covert 1000 g into kilograms: 1000 g = 1 kgSo the white shoe and the black shoe both weigh 1 kg.",Comparing mass
Their mass is the same.,Comparing mass
Kemi and Mariella both bought a bag of sweets.,Comparing mass
Kemi’s bag weighed 1300 g and Mariella’s bag had a mass of 1 kg and 500 g. Who had the heavier bag?Turn the measurements into ones that share the same units.1300 g = 1 kg and 300 gIt's now easier to see who has the heavier bag of sweets:Kemi had 1 kg 300 g Mariella had 1 kg 500 gMariella bought the heavier bag of sweets.1300 g < 1 kg 500 g Find pairs of objects around you to compare and work out which is the lighter of the two and which is the heavier.,Comparing mass
Be sure to ask an adult for help.Make a list of the objects from heaviest to lightest.Can you find two objects that are equal to each other in weight?RememberTwo things can be the same mass.,Comparing mass
Smaller things can sometimes be heavier than larger things.,Comparing mass
Let's visit to the vets to find out the difference between grams and kilograms.,Measuring mass in g and kg
How much do you think a mouse weighs compared to a snake?,Measuring mass in g and kg
Watch this video to find out!,Measuring mass in g and kg
Measuring mass comes in handy all the time.,Measuring mass in g and kg
"Whenever you bake or cook, you have to use scales to weigh the ingredients.",Measuring mass in g and kg
"If you didn’t use the correct amount of flour in a cake, it would not taste nice!When measuring mass, you use grams and kilograms.1000 g = 1 kgWhen you’re reading scales, you have to look really carefully at the intervals (divisions) between the numbers.",Measuring mass in g and kg
This is so you can identify which numbers they represent.The scales tell you whether you are reading grams or kilograms.,Measuring mass in g and kg
Take a look at the scales below.,Measuring mass in g and kg
"When reading scales, the first thing you have to do is look at the intervals.",Measuring mass in g and kg
What are the divisions going up in?The larger intervals go up in hundreds.,Measuring mass in g and kg
You can also see there is a smaller interval in between each hundred.,Measuring mass in g and kg
This must be worth 50 g since it is the halfway point between hundreds.,Measuring mass in g and kg
"The arrow on the dial is pointing at the smaller division between 700 g and 800 g, so the mass of the fruit must be 750 g This time, the scales are in kilograms.",Measuring mass in g and kg
"The arrow is between 2 kg and 3 kg, but what do the intervals represent?",Measuring mass in g and kg
"The kilograms are split up into 10 divisions, so each one must represent 100 g, since 10 lots of 100 g is 1 kg.The arrow is on the third division after 2 kg, so the weight of the potatoes is 2kg 300gWhat would 2 kg 300 g be in just grams?2 kg is the same as 2000 g. So: 2000 g + 300 g = 2300 g How would you draw an arrow to represent the mass of 7 kg and 800 g?First thing to do is work out what the smaller divisions represent in-between the whole kilograms.The kilograms are split up into 10 divisions, so each one must represent 100g.Now, you have to find the 8th division after 7kg and draw an arrow to represent 7kg 800g.Like this: Test yourself with this quiz on grams and kilograms.",Measuring mass in g and kg
Watch the slideshow below and answer the questions about adding and subtracting mass.Can you work out the total mass of the oranges and apples?,Add and subtract mass
Remember 1000g = 1kg Practise what you've learnt about adding and subtracting mass with these questions.,Add and subtract mass
"Miles, feet and inches are old units of length.",What are imperial measurements?
These are known as imperial units of length but are not now commonly used in maths.There are 12 inches in a foot.An inch is roughly equal to 2.5 centimetres.A foot is roughly equal to 30 centimetres.A mile is roughly equal to 1.5 kilometres.,What are imperial measurements?
"To work out the area of a square or rectangle, multiply its height by its width.If the height and width are in cm, the area is shown in cm².",How to work out an area
"If the height and width are in m, the area is shown in m².A square with sides of 5 m has an area of 25 m², because 5 × 5 = 25.",How to work out an area
A litre is much more than a millilitre.1 litre = 1000 millilitresWe shorten litres to ‘l’ and we can shorten millilitres to 'ml'.So we might also say:1 l = 1000 ml After pouring 2l of juice into this jug the jug is half full.The volume of juice in the jug is 2l because that is how much liquid is in the container.The capacity of the jug is 4l because that is how much the jug can contain.,Measuring capacity
The capacity of this glass is smaller than the jug.,Measuring capacity
The glass holds less than 1 litre so we measure the liquid in this glass in millilitres.,Measuring capacity
The capacity of the glass is 250ml and the volume of juice in the glass is 200ml.,Measuring capacity
RememberCapacity is the amount of liquid a container can hold.,Measuring capacity
Volume is how much liquid is in the container.We can measure in both millilitres and litres.,Measuring capacity
